iter	Logloss
359	0.05986234231
360	0.05972886279
361	0.05959037067
362	0.0594319677
363	0.05923682887
364	0.05905007928
365	0.05887256793
366	0.05866814047
367	0.05853097807
368	0.05837587031
369	0.05825621907
370	0.05812213091
371	0.05791626907
372	0.0577440068
373	0.05755117463
374	0.05738819712
375	0.05721737699
376	0.05705918723
377	0.05690890599
378	0.0567178261
379	0.0565879248
380	0.05644638945
381	0.05630362906
382	0.05615988786
383	0.05596035283
384	0.05578544276
385	0.05567016446
386	0.0554909396
387	0.05534454284
388	0.05521840972
389	0.05509461814
390	0.05496128206
391	0.05483849843
392	0.05472539886
393	0.05462537548
394	0.05448709658
395	0.0543055263
396	0.05417117452
397	0.05408696818
398	0.05395959451
399	0.05382682444
400	0.0536645176
401	0.05355955139
402	0.05346071429
403	0.0533771166
404	0.05325078577
405	0.05309546866
406	0.05297171585
407	0.05282785834
408	0.05270781168
409	0.05253202935
410	0.05235787911
411	0.05222772195
412	0.05208106157
413	0.05195151693
414	0.05179141983
415	0.05168226289
416	0.05155158624
417	0.05143074098
418	0.05132915528
419	0.05119444297
420	0.05106287855
421	0.05095877298
422	0.05086273876
423	0.05073586906
424	0.0506015483
425	0.05046064873
426	0.05036113708
427	0.05024256745
428	0.05009399585
429	0.04997279004
430	0.04987785681
431	0.04975420479
432	0.04964248921
433	0.04957716252
434	0.04950580752
435	0.0493713627
436	0.04927168435
437	0.04911684021
438	0.04900976119
439	0.04897822791
440	0.04886271702
441	0.04875466106
442	0.04860833796
443	0.04849752953
444	0.04840571706
445	0.04825072948
446	0.04813960316
447	0.04803762203
448	0.04794673997
449	0.0478321246
450	0.0477353189
451	0.04759623365
452	0.04750411491
453	0.04742602217
454	0.04734009844
455	0.04725954009
456	0.0471712942
457	0.04707501574
458	0.04691298027
459	0.0468335268
460	0.04670385035
461	0.04663364286
462	0.04647462736
463	0.04636607131
464	0.04621221961
465	0.04612486925
466	0.04601551847
467	0.04587790637
468	0.04575594072
469	0.04564360487
470	0.04553534345
471	0.04543442455
472	0.04534689585
473	0.04523064063
474	0.04512390664
475	0.04505347043
476	0.04491725394
477	0.04483012455
478	0.04470021938
479	0.04460151021
480	0.0445125355
481	0.04439767202
482	0.04429630342
483	0.04421603195
484	0.04416380471
485	0.04400615382
486	0.04391973387
487	0.04383802802
488	0.04375243768
489	0.04365701598
490	0.04354024903
491	0.043454775
492	0.04336360993
493	0.04326152026
494	0.04316111309
495	0.04307781778
496	0.04300716059
497	0.04292158964
498	0.04282240364
499	0.04275856948
500	0.04266647013
501	0.04260759431
502	0.04254744305
503	0.04249759612
504	0.04243084667
505	0.04231666937
506	0.04221698327
507	0.04213171083
508	0.04202011543
509	0.04189888249
510	0.04179887074
511	0.04172774834
512	0.04166082057
513	0.04153663356
514	0.04146610818
515	0.04141044617
516	0.04134338658
517	0.04126492167
518	0.04116211093
519	0.0410411261
520	0.04097332218
521	0.04090119959
522	0.04084318052
523	0.04074144363
524	0.04062133107
525	0.04054696773
526	0.04042680089
527	0.04034489345
528	0.0402857385
529	0.04021503867
530	0.04014985154
531	0.04005375141
532	0.03994200869
533	0.03984023691
534	0.03972682333
535	0.03970671088
536	0.03966247745
537	0.03958583847
538	0.03951573178
539	0.03945614652
540	0.03937931371
541	0.0392524285
542	0.03917705722
543	0.03910479894
544	0.03901861547
545	0.03893082316
546	0.038871172
547	0.03879021435
548	0.03872836508
549	0.03865261
550	0.03855929724
551	0.03847685868
552	0.03839839377
553	0.03834822895
554	0.0382392232
555	0.03815573793
556	0.03808404953
557	0.03799647432
558	0.03793073282
559	0.03787361703
560	0.0377855456
561	0.03774333582
562	0.03764930973
563	0.03757017415
564	0.03747891992
565	0.0374212265
566	0.03732140859
567	0.0372383769
568	0.03715444968
569	0.03708914237
570	0.03701689961
571	0.0369508092
572	0.03688205161
573	0.03679830272
574	0.0366962208
575	0.03663319301
576	0.0365254627
577	0.036462369
578	0.03639848445
579	0.03632986642
580	0.0362655283
581	0.03617662724
582	0.03610236083
583	0.03602312445
584	0.03596061614
585	0.03588307776
586	0.03582397321
587	0.0357635467
588	0.03569682439
589	0.03562771014
590	0.03555855325
591	0.03547682413
592	0.03541340479
593	0.03534698486
594	0.03527874675
595	0.03520852376
596	0.03515544752
597	0.03507790914
598	0.03500490654
599	0.03492409233
600	0.03485844775
601	0.03478497218
602	0.03472833711
603	0.03467074449
604	0.03461442343
605	0.03453629967
606	0.0344624907
607	0.03439882713
608	0.03432032732
609	0.03424782482
610	0.03419299242
611	0.03412515749
612	0.03408435884
613	0.03401260066
614	0.03396246298
615	0.03390996437
616	0.03387228648
617	0.03379206541
618	0.03374030726
619	0.0336609507
620	0.03360076067
621	0.03355993876
622	0.03351868265
623	0.03346769597
624	0.03342262129
625	0.0333471996
626	0.03328992875
627	0.03323873659
628	0.03318328392
629	0.03312794755
630	0.03307226615
631	0.03300900963
632	0.03295675138
633	0.03288476835
634	0.03282606311
635	0.03278279498
636	0.03273494845
637	0.03269561907
638	0.03264634202
639	0.03259192056
640	0.03252064309
641	0.03247439377
642	0.03240779551
643	0.0323481773
644	0.03229559146
645	0.03222782437
646	0.0321917437
647	0.03212981495
648	0.03207636073
649	0.03201589546
650	0.03196543213
651	0.0319046664
652	0.03186670551
653	0.03180991537
654	0.03173401491
655	0.03169735467
656	0.03168499954
657	0.03163080681
658	0.03155056636
659	0.03150616816
660	0.03146226038
661	0.03141005059
662	0.03132296384
663	0.03127564453
664	0.03122176969
665	0.03115377581
666	0.03109942607
667	0.03105400636
668	0.03103032926
669	0.03098939686
670	0.0309565707
671	0.03090924751
672	0.03082871243
673	0.03076305816
674	0.03071830718
675	0.03066365506
676	0.03061478894
677	0.0305645524
678	0.03050897567
679	0.03045984788
680	0.03039634906
681	0.03036735504
682	0.03033222028
683	0.03029091959
684	0.03023820001
685	0.03018418754
686	0.03011625569
687	0.03007946169
688	0.03002922128
689	0.02998489868
690	0.02991506336
691	0.02985721487
692	0.02980803668
693	0.02978032197
694	0.02972555936
695	0.02965152942
696	0.02959618336
697	0.02954642753
698	0.02946894537
699	0.02941236651
700	0.02937382024
701	0.02931934644
702	0.02923568865
703	0.02918390724
704	0.02911448673
705	0.02907677395
706	0.02903614975
707	0.02899969496
708	0.02895986743
709	0.02888342617
710	0.02884135595
711	0.0287884154
712	0.02873694218
713	0.02870537983
714	0.02864419348
715	0.02861814189
716	0.02858523625
717	0.02852826002
718	0.02849974283
719	0.028474265
720	0.02839714143
721	0.02834323364
722	0.02830699789
723	0.02826312693
724	0.02819547227
725	0.02816884304
726	0.02812471235
727	0.02810002149
728	0.02805644516
729	0.02800472771
730	0.02795987013
731	0.02793278927
732	0.02788455893
733	0.02783224447
734	0.02778157955
735	0.02774423894
736	0.02770200396
737	0.02766112196
738	0.02762350222
739	0.02759544636
740	0.02754207161
741	0.02750092406
742	0.02747502366
743	0.02743408544
744	0.02738210244
745	0.02735206945
746	0.02730350184
747	0.02726062333
748	0.0272150156
749	0.02715694032
750	0.02711548844
751	0.02708984584
752	0.02706015401
753	0.02703172986
754	0.02698364103
755	0.02692140796
756	0.02688054341
757	0.02683801961
758	0.02681498217
759	0.02677778306
760	0.02672926197
761	0.02667372013
762	0.02664286334
763	0.02660542581
764	0.02653874808
765	0.02650202581
766	0.02646745511
767	0.02641954655
768	0.02637440596
769	0.02631801512
770	0.02628139946
771	0.02624990494
772	0.02622540016
773	0.02618716597
774	0.02615293255
775	0.02608889681
776	0.02605451801
777	0.02603574691
778	0.0259978558
779	0.02594190303
780	0.02588982698
781	0.0258491175
782	0.02581842159
783	0.02579136593
784	0.02574537634
785	0.02570771008
786	0.02567983643
787	0.02565765381
788	0.0256206117
789	0.02556567076
790	0.02551022196
791	0.02547240645
792	0.02542645757
793	0.02539661454
794	0.02536691301
795	0.0253407897
796	0.02529815348
797	0.02527225502
798	0.025248041
799	0.02521154163
800	0.02518656002
801	0.02514890733
802	0.02512039789
803	0.02508601134
804	0.02505551703
805	0.02500660439
806	0.02497303195
807	0.02492950602
808	0.02492071167
809	0.02487214794
810	0.02484577846
811	0.02482525314
812	0.02479797069
813	0.02476737557
814	0.0247348421
815	0.0246921361
816	0.02466097111
817	0.02461814493
818	0.02458259342
819	0.02456399483
820	0.02452117641
821	0.0244911725
822	0.02444253317
823	0.02439530303
824	0.02436618301
825	0.024340176
826	0.02431738086
827	0.02427491521
828	0.02423145325
829	0.02418651038
830	0.02414589393
831	0.02410832072
832	0.02405255015
833	0.02401910371
834	0.02399966
835	0.02397362585
836	0.02393419762
837	0.02390368392
838	0.02386046619
839	0.02383232117
840	0.02379567836
841	0.02375064633
842	0.02371370502
843	0.02368224539
844	0.02363637599
845	0.023587097
846	0.02356677133
847	0.02354635068
848	0.02351426303
849	0.02348400325
850	0.02344469132
851	0.02339797679
852	0.02336184184
853	0.0233345245
854	0.02329032208
855	0.02324058564
856	0.02321239797
857	0.02319405525
858	0.02315218856
859	0.02311889331
860	0.02309446412
861	0.02304973835
862	0.02300911027
863	0.02298749753
864	0.02295062212
865	0.02290884266
866	0.02287819327
867	0.02285879027
868	0.02281885225
869	0.02277585161
870	0.02273931348
871	0.02270437256
872	0.02268546577
873	0.02265540565
874	0.0226279817
875	0.02260571573
876	0.02258150752
877	0.02255337219
878	0.02251576602
879	0.02248714804
880	0.0224489778
881	0.02242500801
882	0.02240711887
883	0.02238013105
884	0.02236274006
885	0.02231489934
886	0.02229641705
887	0.02226652556
888	0.02224239101
889	0.02223135785
890	0.0221920246
891	0.02215042735
892	0.02212533718
893	0.0221002664
894	0.02207389886
895	0.02205460634
896	0.02203403256
897	0.02201118702
898	0.02198499199
899	0.0219508361
900	0.02193539705
901	0.0219144511
902	0.02188211922
903	0.02185465262
904	0.02180674599
905	0.02178161125
906	0.02173540457
907	0.02171175654
908	0.02168931031
909	0.02166110326
910	0.0216410761
911	0.02161905242
912	0.02158171181
913	0.02154283407
914	0.02151234169
915	0.02148455914
916	0.02145112627
917	0.02140631908
918	0.02138630743
919	0.0213499108
920	0.02133075202
921	0.02130175218
922	0.02127256238
923	0.02124547183
924	0.02120835025
925	0.02117709803
926	0.02115230056
927	0.02110562092
928	0.02108019736
929	0.02106098237
930	0.02102585537
931	0.0210006082
932	0.02097426004
933	0.02094751063
934	0.02092998008
935	0.02091572343
936	0.02090109073
937	0.02087648903
938	0.02085217809
939	0.02082791367
940	0.02079042574
941	0.02075676414
942	0.02073897191
943	0.02069576775
944	0.02066624261
945	0.02063621738
946	0.02061004173
947	0.02059035573
948	0.02056208665
949	0.02053047971
950	0.0205034066
951	0.02046804893
952	0.02044692854
953	0.02043868856
954	0.02041190233
955	0.02036962664
956	0.02034626162
957	0.02032773863
958	0.0203060406
959	0.02028598049
960	0.02025173156
961	0.02023257666
962	0.02020668402
963	0.02017068863
964	0.02014915924
965	0.0201259047
966	0.02010119834
967	0.020066585
968	0.02002869195
969	0.01998964558
970	0.01997102179
971	0.01995327802
972	0.01992594905
973	0.01989522019
974	0.01985416761
975	0.0198181761
976	0.01980482466
977	0.01977571045
978	0.0197487459
979	0.0197283582
980	0.01969660007
981	0.0196718433
982	0.01966245
983	0.0196330179
984	0.01959702251
985	0.01957560942
986	0.01955540975
987	0.01953929033
988	0.01949295959
989	0.01948105417
990	0.01945765038
991	0.01942691377
992	0.01940620236
993	0.01939022638
994	0.0193631649
995	0.01933224221
996	0.01930695045
997	0.01925817738
998	0.01924023589
999	0.0192246941
