iter	Logloss
0	0.6836767429
1	0.6753210673
2	0.6669652055
3	0.6577453613
4	0.648651061
5	0.638130126
6	0.6289435906
7	0.619275473
8	0.6101579123
9	0.6019787672
10	0.5929811679
11	0.5836912946
12	0.5755751695
13	0.5673738185
14	0.5594120181
15	0.5517299621
16	0.5448998552
17	0.5373054442
18	0.5296684823
19	0.5216351021
20	0.5134243539
21	0.5087211113
22	0.5024583398
23	0.4964448882
24	0.4910379425
25	0.4851510273
26	0.4786513104
27	0.4718681584
28	0.4664442791
29	0.4596155368
30	0.4526267323
31	0.4468105905
32	0.4426516401
33	0.4373824577
34	0.4311356583
35	0.4257908333
36	0.4210170963
37	0.4159028278
38	0.4105699431
39	0.4050007022
40	0.3988494563
41	0.3931572147
42	0.3875647444
43	0.3825767641
44	0.3779938861
45	0.3732923182
46	0.3683956115
47	0.3641929316
48	0.360080781
49	0.3557778025
50	0.3508823364
51	0.3465070647
52	0.3426224003
53	0.3389233225
54	0.335503803
55	0.3310632473
56	0.3271149426
57	0.3226631909
58	0.3185898696
59	0.3147806307
60	0.3112584246
61	0.3073465301
62	0.3041237932
63	0.3024202362
64	0.2995039777
65	0.296600714
66	0.2936713986
67	0.291199878
68	0.2884301907
69	0.2852581303
70	0.2818990568
71	0.2786841044
72	0.2759329943
73	0.2725311838
74	0.2698987945
75	0.2665014189
76	0.2640503054
77	0.2617607737
78	0.2589975528
79	0.2564095753
80	0.2539611909
81	0.2510763494
82	0.2480973345
83	0.2461147308
84	0.2433897809
85	0.2412422614
86	0.2384108722
87	0.2360297878
88	0.2333832407
89	0.2310334958
90	0.2287506941
91	0.2262440503
92	0.2242516618
93	0.2222852009
94	0.2200916259
95	0.2182005595
96	0.215984298
97	0.2139851795
98	0.2115896116
99	0.2098356418
100	0.2079767212
101	0.2061306713
102	0.2045607683
103	0.2027090739
104	0.2012488823
105	0.1990675267
106	0.1975722429
107	0.1961276977
108	0.1946780972
109	0.1927595371
110	0.191170359
111	0.1893330086
112	0.1878736232
113	0.1864334665
114	0.184804079
115	0.1837484158
116	0.1819354422
117	0.1806865785
118	0.1791934037
119	0.1779418108
120	0.1766457441
121	0.1750660718
122	0.1737598481
123	0.1725005018
124	0.1713712739
125	0.1697181919
126	0.1688439904
127	0.1675305095
128	0.1663034951
129	0.1649844472
130	0.1639024223
131	0.1627459797
132	0.1615532976
133	0.1603503033
134	0.1592233394
135	0.1579372437
136	0.1569067792
137	0.1556801214
138	0.1544121533
139	0.1534522762
140	0.1524584235
141	0.1512930025
142	0.1502279266
143	0.149138846
144	0.1480922699
145	0.1468771337
146	0.1460282396
147	0.1450024737
148	0.1442006739
149	0.143105127
150	0.1423749846
151	0.1413671447
152	0.1403843329
153	0.139550589
154	0.1383663581
155	0.1379567588
156	0.1371073839
157	0.1361529653
158	0.1351935534
159	0.1344472684
160	0.1338028016
161	0.1330015911
162	0.1321871688
163	0.131446001
164	0.1307556959
165	0.1298334385
166	0.128973612
167	0.1281004495
168	0.1273443253
169	0.1267131945
170	0.1260923603
171	0.1254656877
172	0.1248966388
173	0.1243199372
174	0.1236611886
175	0.122753531
176	0.12193441
177	0.1211782626
178	0.120450865
179	0.1198815602
180	0.1191160466
181	0.1184364102
182	0.1177005768
183	0.1171062283
184	0.1163312943
185	0.1157082271
186	0.1151104284
187	0.1145243141
188	0.1138546486
189	0.1131923645
190	0.1124104058
191	0.1117863694
192	0.1111000263
193	0.1105766607
194	0.1099625409
195	0.1094060603
196	0.1088632646
197	0.1083411938
198	0.1077795882
199	0.107290927
200	0.1067622735
201	0.1060209042
202	0.1056008688
203	0.1049765455
204	0.1044529938
205	0.1040214135
206	0.1035096781
207	0.1030790438
208	0.1025117626
209	0.1020102695
210	0.1015736882
211	0.1010777698
212	0.1006228749
213	0.1002060882
214	0.09971179032
215	0.09923196808
216	0.0987609305
217	0.09825017976
218	0.09780721742
219	0.09731802902
220	0.09689653598
221	0.09645477543
222	0.09603919052
223	0.09575891107
224	0.09520006567
225	0.09477708398
226	0.09445189654
227	0.09403223332
228	0.09349919916
229	0.09303288343
230	0.092632976
231	0.0922460556
232	0.09190860221
233	0.09162339932
234	0.09138604296
235	0.09105218717
236	0.09057743569
237	0.09017916424
238	0.08980858035
239	0.08946494746
240	0.08896808314
241	0.08868117449
242	0.08834529505
243	0.08805230769
244	0.0876260928
245	0.08713138394
246	0.08689231407
247	0.08664737484
248	0.08627879135
249	0.0858842338
250	0.085627331
251	0.08540205452
252	0.08508324042
253	0.08476125516
254	0.08442664728
255	0.08410561569
256	0.08377993204
257	0.08340537839
258	0.08304637816
259	0.08277499191
260	0.08251197164
261	0.08212957925
262	0.08186938123
263	0.0816020733
264	0.08133272621
265	0.08105110541
266	0.0807985678
267	0.08046016848
268	0.08028997251
269	0.08007406219
270	0.07986846397
271	0.07955608523
272	0.07931478237
273	0.07909039753
274	0.07879507639
275	0.07845659178
276	0.07810551558
277	0.07777052003
278	0.07745862201
279	0.0771459564
280	0.0768523255
281	0.07652992931
282	0.07631724443
283	0.07601046368
284	0.07574914917
285	0.07549684416
286	0.07521344007
287	0.07493592859
288	0.07469716111
289	0.07446337134
290	0.07424804253
291	0.07393230655
292	0.07363108503
293	0.07335347276
294	0.07298802942
295	0.07274775001
296	0.07253356096
297	0.0722865283
298	0.07202002673
299	0.07183392843
300	0.07166730679
301	0.07150068516
302	0.07124027004
303	0.07099567196
304	0.07070497963
305	0.07053369817
306	0.07036542505
307	0.07014090065
308	0.06997807045
309	0.06969480592
310	0.06946677696
311	0.06925227778
312	0.06908734639
313	0.06883284716
314	0.06859393236
315	0.06836288731
316	0.06813851023
317	0.06792349156
318	0.06773132231
319	0.06745485755
320	0.06730451816
321	0.06706129245
322	0.06687384505
323	0.06663261196
324	0.06635610069
325	0.06613850787
326	0.06587472001
327	0.06570653993
328	0.06551987563
329	0.06531130783
330	0.06507121451
331	0.06492482937
332	0.06474273573
333	0.06455686228
334	0.0643837355
335	0.06410322344
336	0.06393063553
337	0.06368628944
338	0.06350484321
339	0.06332181915
340	0.06317738401
341	0.06302833945
342	0.06280530759
343	0.0626800196
344	0.06250607095
345	0.0623141343
346	0.06215350609
347	0.06198023587
348	0.06179176113
349	0.06158359264
350	0.06137033013
351	0.06124013808
352	0.06101087245
353	0.0608025295
354	0.060621595
355	0.06043679927
356	0.06019696957
357	0.06004476935
358	0.05991787251
